Action,id,label,from_label,from_id,to_label,to_id
Remove,34bfcf0f-c60c-1ae8-4d6d-ae6df1a9411c,AX_APP_INSPECT,USER,3e54e14209f78cae9cc4d9bf4d480867,CAMPUS,CDPH
Remove,66bfcf0f-c609-0e30-79e2-6133c5444f63,AX_APP_INSPECT,USER,3ea456f379393dd47a4132e34ef547df,CAMPUS,CDPH
Remove,90bfcf0f-c609-a350-af4e-6a4424e54a8f,AX_APP_INSPECT,USER,3ede942e38ded00138721133e9fc286d,CAMPUS,CDPH
Remove,2abfcf0f-c619-b1c4-4866-2c67202cdbf8,AX_APP_INSPECT,USER,408d02fbbc3b933972968cb90491043b,CAMPUS,CDPH
Remove,e0bfcf0f-c617-f267-f3cb-ceb1e37d3833,AX_APP_INSPECT,USER,411fe6c978375fa6637e225c3612a969,CAMPUS,CDPH
Remove,a6bfeb2f-5a08-3a9a-d397-03a9134d2f66,AX_APP_INSPECT,USER,42056cf5a0c89aa9e7165edbfc5bceca,CAMPUS,CDPH
Remove,ecbfcf0f-c62f-0702-7dcf-a052e34b7b16,AX_APP_INSPECT,USER,424ba1a3ea9014d8a2a05975e05ce93e,CAMPUS,CDPH
Remove,e6bfcf0f-c628-1776-6b56-45704940fb9d,AX_APP_INSPECT,USER,42f29cfc7d568f088d98ab4a0dbd62ad,CAMPUS,CDPH
Remove,4cbfcf0f-c626-dc90-be05-5cefa443c304,AX_APP_INSPECT,USER,43085b402a4dc7d23ad656e608b16612,CAMPUS,CDPH
Remove,fabfcf0f-c636-e541-f77d-b97c42ab2da7,AX_APP_INSPECT,USER,436913c6e68b261226293a5badc49232,CAMPUS,CDPH
Remove,96bfcf0f-c62e-5c2b-69a4-0e86862c4948,AX_APP_INSPECT,USER,43a80307e938f949b5975dfddbd71e55,CAMPUS,CDPH
Remove,4ebfcf0f-c636-fcc5-a42f-4c924280d435,AX_APP_INSPECT,USER,43e6e15cf6d2cdf13134b4842e704178,CAMPUS,CDPH
Remove,38bfcf0f-c635-ec29-964c-1b56fc7b2b81,AX_APP_INSPECT,USER,45b69628a1f7a9e34ff69b59825449ed,CAMPUS,CDPH
Remove,48bfcf0f-c63c-0500-ec6b-a847efaf3664,AX_APP_INSPECT,USER,465e749862dedbb396ca49e4f525fc13,CAMPUS,CDPH
Remove,3cbfcf0f-c63d-5d4b-4bce-59e72d62d76a,AX_APP_INSPECT,USER,47425626b0e255059f53b43544633f2a,CAMPUS,CDPH
Remove,44bfcf0f-c64d-b8ce-8a52-8d723800a6a6,AX_APP_INSPECT,USER,47d3f31b9eb03c48a94d3d7b26b500e5,CAMPUS,CDPH
Remove,aebfcf0f-c644-439d-2aca-f37bb3350b3f,AX_APP_INSPECT,USER,48ad1c0f26a659e579e9f76a1e9b8fca,CAMPUS,CDPH
